"","output_JJ1715_393_S43_R1_001.fastq_paired.fq_quant","output_JJ1715_394_S44_R1_001.fastq_paired.fq_quant"
"Clk2",630.026,622.376
"Clk3",1066.741,1190.355
"Clmn",1754.319,1734.055
"Clmp",1859.005,2830.945
"Cln3",210.165,194.025
"Cln5",771.682,616.277
"Cln6",714.866,857.181
"Cln8",1209.619,723.349
"Clnk",21,2
"Clns1a",877.387,1107.954
"Clock",2563.911,2245.281
"Clp1",386.13,422.259
"Clpb",360.24,501.071
"Clpp",421.927,578.542
"Clps",2034.721,6949.064
"Clpsl2",0,0
"Clptm1",3514.956,3568.721
"Clptm1l",3371.995,4454.155
"Clpx",1258.769,1326.934
"Clrn1",3,1
"Clrn2",0,0
"Clrn3",7173.285,5061.9
"Clstn1",4855.873,4540.326
"Clstn2",29.004,37.009
"Clstn3",20,35.002
"Clta",3903.662,5574.976
"Cltb",2202.133,3326.179
"Cltc",15219.684,14430.047
"Clu",834.986,766.475
"Cluap1",294.27,355.65
"Cluh",3754.969,4139.231
"Clvs1",22.075,19
"Clvs2",8,20
"Clybl",412.279,544.88
"Cma1",0,55
"Cma2",7,47.658
"Cmah",68.007,28
"Cmas",3327.694,5326.315
"Cmbl",1669.735,1554.051
"Cmc1",379.154,506.107
"Cmc2",230.023,388.033
"Cmc4",124.644,131.611
"Cmip",5749.515,6766.928
"Cmklr1",180.023,142.221
"Cmpk1",8808.371,11201.739
"Cmpk2",1192.143,680.117
"Cmss1",90.258,140
"Cmtm2a",1,0
"Cmtm2b",0,0
"Cmtm3",32,26
"Cmtm4",4890.975,3589.274
"Cmtm5",2,14
"Cmtm6",3699.409,3769.013
"Cmtm7",149.033,193.971
"Cmtm8",3,11
"Cmtr1",944.872,986.838
"Cmtr2",200.003,176
"Cmya5",29,34
"CN725425",0,0
"Cnbd1",0,0
"Cnbd2",21,36.012
"Cnbp",6404.729,7974.6
"Cndp1",387.068,167.547
"Cndp2",19029.03,10397.87
"Cnep1r1",1037.839,875.507
"Cnfn",0,0
"Cnga1",1,0
"Cnga2",0,0
"Cnga3",11.011,20
"Cnga4",0,0
"Cngb1",8,18
"Cngb3",0,0
"Cnih1",2005.417,2674.382
"Cnih2",7,7
"Cnih3",4.002,1
"Cnih4",1499.441,1659.833
"Cnksr1",924.595,835.029
"Cnksr2",46,60
"Cnksr3",614.244,448.511
"Cnn1",4320.296,11637.017
"Cnn2",784.511,1169.909
"Cnn3",2227.209,2920.341
"Cnnm1",53,41
"Cnnm2",151.101,106.012
"Cnnm3",399.958,405.657
"Cnnm4",6098.575,4440.091
"Cnot1",5253.884,4542.631
"Cnot10",842.893,909.41
"Cnot11",757.348,755.465
"Cnot2",1362.02,1469.775
"Cnot4",805.12,810.383
"Cnot6",2458.361,2593.208
"Cnot6l",873.625,782.765
"Cnot7",1002.935,1114.284
"Cnot8",1005.846,1105.574
"Cnot9",1255.778,1222.623
"Cnp",796.035,1182.255
"Cnppd1",1853.523,1704.456
"Cnpy2",1319.006,1602.638
"Cnpy3",581.301,633.834
"Cnpy4",342,355.979
"Cnr1",139.648,141.019
"Cnr2",17.244,17.008
"Cnrip1",67,95
"Cnst",1374.686,1347.174
"Cntd1",24.004,25.016
"Cntf",27.04,0
"Cntfr",42,32
"Cntln",97,83.177
"Cntn1",122.511,153.213
"Cntn2",10.052,14.004
"Cntn3",12.375,16.001
"Cntn4",1,0
"Cntn5",10,8
"Cntn6",0,1
"Cntnap1",72.058,102.003
"Cntnap2",46.128,53.043
"Cntnap3",17,22
"Cntnap4",4,0
"Cntnap5a",41,49
"Cntnap5b",1,2
"Cntnap5c",0,0
"Cntrl",698.596,597.725
"Coa3",1138.109,1940.172
"Coa4",293.434,323.769
"Coa5",2512.333,3037.353
"Coa6",185.992,230.767
"Coa7",341.557,370.573
"Coasy",510.174,683.556
"Cobl",6357.787,1961.355
"Cobll1",794.968,901.261
"Coch",5,5
"Cog1",913.894,1090.802
"Cog2",665.813,846.23
"Cog3",955.043,1206.645
"Cog4",1101.068,1279.071
"Cog5",307.875,319.057
"Cog6",1035.131,1259.178
"Cog7",499.622,686.15
"Cog8",669.84,946.048
"Coil",141,145
"Col10a1",0,0
"Col11a1",17,18
"Col11a2",59.649,41.065
"Col12a1",857.413,862.317
"Col13a1",127,126.992
"Col14a1",958.519,581.679
"Col15a1",637.168,937.144
"Col16a1",345.398,527.423
"Col17a1",2,7
"Col18a1",933.119,1218.876
"Col19a1",0,1
"Col1a1",3100.092,5624.063
"Col1a2",3920.348,6546.884
"Col20a1",52,42.482
"Col22a1",23.199,37.166
"Col23a1",489.347,414.44
"Col24a1",33,75
"Col25a1",13,13
"Col26a1",6,9.001
"Col27a1",228.009,369.395
"Col28a1",26,38
"Col2a1",0,0
"Col3a1",8141.072,12343.256
"Col4a1",4659.598,6126.69
"Col4a2",2781.125,3641.501
"Col4a3",30.007,11
"Col4a3bp",1894.831,1626.801
"Col4a4",15,13
"Col4a5",175,114
"Col4a6",93.047,67
"Col5a1",1030.003,1395.192
"Col5a2",997.129,1694.104
"Col5a3",225.973,333.07
"Col6a1",3840.937,5757.526
"Col6a2",3479.63,5954.729
"Col6a3",2060.482,2589.097
"Col6a4",1292.985,913.731
"Col6a5",184.685,441.998
"Col6a6",0,1
"Col7a1",42.999,85.992
"Col8a1",70.467,130.761
"Col8a2",159.028,141.015
"Col9a1",0,4
"Col9a2",20,27
"Col9a3",8,12
"Colec10",571.063,615.001
"Colec11",6,3
"Colec12",338.009,385.156
"Colgalt1",1179.196,1195.725
"Colgalt2",44,33
"Colq",20.004,8
"Commd10",457.74,736.985
"Commd2",358,463.859
"Commd3",867.687,1111.465
"Commd4",312.008,370.18
"Commd5",247,331.018
"Commd6",491.941,604.342
"Commd7",647.688,761.609
"Commd8",792.756,789.438
"Commd9",292.186,443.778
"Comp",10,5
"Comt",1581.848,1891.876
"Comtd1",154.86,270.308
"Copa",10514.174,10432.533
"Copb1",4074.543,4062.504
"Copb2",7207.611,8481.338
"Cope",1545.662,2128.497
"Copg1",3623.737,4146.553
"Copg2",1119.591,1421.839
"Coprs",168,204.485
"Cops2",2291.499,2157.45
"Cops3",1205.469,1507.513
"Cops4",1336.95,1456.415
"Cops5",1401.177,2085.014
"Cops6",1441.208,1881.347
"Cops7a",1048.999,1433.375
"Cops7b",272.001,370.13
"Cops8",754.285,1041.883
"Copz1",4196.43,6012.632
"Copz2",249,333.832
"Coq10a",241.001,287
"Coq10b",779.594,1043.127
"Coq2",772.996,904.745
"Coq3",322.354,346
"Coq4",370.822,309.652
"Coq5",606.126,842.816
"Coq6",279.088,335.95
"Coq7",379.068,611.04
"Coq8a",546.727,434
"Coq8b",338.291,436.141
"Coq9",799.99,908.673
"Corin",0,1
"Coro1a",711.188,638.265
"Coro1c",7872.554,8449.835
"Coro2a",12140.02,12269.977
"Coro2b",85.955,101.038
"Coro6",25.046,44
"Coro7",785.338,908.534
"Cort",0,0
"Cotl1",1697.142,2179.078
"Cox10",443.049,735.012
"Cox11",302.502,334.893
"Cox14",483.232,810.47
"Cox15",924.319,1082.802
"Cox16",678.948,887.193
"Cox17",0,0
"Cox18",100,175.017
"Cox19",521.004,450.001
"Cox20",614.227,926.44
"Cox4i1",10679.673,14688.866
"Cox4i2",19,22
"Cox5a",5521.257,9388.023
"Cox5b",2278.045,3358.458
"Cox6a1",4991.666,7534.375
"Cox6a2",0,3
"Cox6b1",6384.608,9271.535
"Cox6b2",49.005,36.999
"Cox6c",4796.866,7256.605
"Cox7a1",484.477,690.627
"Cox7a2",3198.795,4582.048
"Cox7a2l",4517.259,4753.771
"Cox7b",5130.409,6630.887
"Cox7c",3637.35,5817.102
"Cox8a",3520.595,5269.376
"Cox8b",9,5
"Cox8c",0,0
"Cp",398.269,401.078
"Cpa1",0,0
"Cpa2",2.001,10
"Cpa3",6,70
"Cpa4",1,0
"Cpa5",0,0
"Cpa6",989.762,898.327
"Cpb1",9,1
"Cpb2",0,1
"Cpd",5266.717,5818.102
"Cpe",3437.292,4220.55
"Cpeb1",61.999,80.996
"Cpeb2",1831.775,1090.845
"Cpeb3",218.495,116
"Cpeb4",1728.434,1604.983
"Cped1",1316.506,1478.584
"Cphx1",0,0
"Cplx1",42,46
"Cplx2",328.067,364.141
"Cplx3",1,0
"Cplx4",0,0
"Cpm",759.816,504.001
"Cpn1",59,100.389
"Cpn2",1,2
"Cpne1",562.002,524.228
"Cpne2",592.425,543.873
"Cpne3",2019.094,2492.446
"Cpne4",34.002,46
"Cpne5",11.859,42.007
"Cpne6",0,0
"Cpne7",10,13
"Cpne8",70.233,75
"Cpne9",0,1
"Cpox",591.04,688.95
"Cpped1",1881.269,2352.573
"Cpq",856.767,1061.966
"Cps1",11243.695,16221.705
"Cpsf1",1099.723,1333.478
"Cpsf2",974.861,1320.475
"Cpsf3",1169.344,1439.212
"Cpsf3l",535.879,671.89
"Cpsf4",367.535,430.013
"Cpsf4l",0,0
"Cpsf6",1765.992,1923.07
"Cpsf7",1504.276,1449.303
"Cpt1a",5462.009,3281.178
"Cpt1b",95,24.95
"Cpt1c",44,71
"Cpt2",2762.845,1906.087
"Cptp",659.818,734.691
"Cpvl",20,34.478
"Cpxcr1",0,0
"Cpxm1",18,44
"Cpxm2",229.554,445.127
"Cr1l",1831.79,2190.129
"Cr2",39.284,31
"Crabp1",11,6
"Crabp2",2,2
"Cracr2a",73.583,113
"Cracr2b",263.043,433.302
"Cradd",205.952,203.759
"Cramp1l",836.126,747.248
"Crat",1338.223,1375.973
"Crb2",7,8
"Crb3",1157.231,1165.424
"Crbn",1087.806,782.916
"Crcp",202.983,268.157
"Crct1",0,0
"Creb1",1582.99,1432.644
"Creb3",780.679,966.447
"Creb3l1",1202.407,2514.44
"Creb3l2",1133.886,1130.158
"Creb3l3",2634.04,1097.413
"Creb3l4",435.617,640.343
"Crebbp",2242.474,1841.745
"Crebl2",568.003,454.908
"Crebrf",1760.662,958.831
"Crebzf",850.342,964.498
"Creg1",1034.695,1110.744
"Creg2",26.067,23.001
"Creld1",207,313.195
"Creld2",1380.445,2304.376
"Crem",190,213.015
"Crh",0,0
"Crhbp",0,0
"Crhr1",0,0
"Crhr2",1,4
"Crim1",2220.021,1403.715
"Crip1",24848.125,18607.205
"Crip2",480.172,759.468
"Crip3",0,0
"Cript",1497.954,1331.364
"Crisp1",0,0
"Crisp2",0,0
"Crisp3",0,0
"Crisp4",0,0
"Crispld1",20,9
"Crispld2",1003.931,1317.039
"Crk",4102.576,4094.088
"Crkl",995.647,650.249
"Crlf1",9,11
"Crlf2",78,105.833
"Crlf3",452.344,373.142
"Crls1",786.048,987.599
"Crmp1",82.018,97.002
"Crnkl1",857.548,1007.593
"Crnn",0,0
"Crocc",81,81.019
"Crocc2",5,1
"Crot",3222.596,1382.913
"Crp",2,0
"Crtac1",31,68.022
"Crtam",38.067,17
"Crtap",206.981,276.857
"Crtc1",250,236.155
"Crtc2",693.461,717.867
"Crtc3",337.102,411.666
"Crx",3.003,5.001
"Cry1",635.219,595.451
"Cry2",365.842,236.523
"Cryaa",0,0
"Cryab",474.085,801.424
"Cryba1",0,0
"Cryba2",1,6
"Cryba4",1,11
"Crybb1",2,1
"Crybb2",0,0
"Crybb3",106.989,23
"Crybg3",401.882,473.309
"Cryga",0,0
"Crygb",0,0
"Crygc",0,0
"Cryge",0,0
"Crygf",0,0
"Crygn",0,0
"Crygs",0,1
"Cryl1",2239.264,1764.732
"Crym",32,16.03
"Cryz",63,59
"Cryzl1",766.847,985.683
"Cs",18235.322,18539.389
"Csad",241.366,284.064
"Csdc2",51.018,65.004
"Csde1",8344.971,8908.519
"Cse1l",1071.068,1310.301
"Csf1",353.872,381.801
"Csf1r",1369.785,1303.941
"Csf2",3,0
"Csf2ra",325.921,434.396
"Csf3",0,1
"Csf3r",33.115,39.068
"Csgalnact1",30,30
"Csgalnact2",353.709,376.171
"Csk",2610.954,2324.523
"Csl",1.002,0
"Csmd1",11,14
"Csmd2",2,1
"Csmd3",1,2
"Csn1s1",0,0
"Csn1s2a",0,0
"Csn1s2b",0,0
"Csn2",0,0
"Csn3",32.068,25
"Csnk1a1",11373.49,13117.855
"Csnk1d",3942.73,4031.055
"Csnk1e",633.781,783.153
"Csnk1g1",1080.096,866.472
"Csnk1g2",2214.693,2778.729
"Csnk1g3",2804.029,2385.642
"Csnk2a1",5713.309,5286.892
"Csnk2a2",553.685,646.016
"Csnk2b",2433.754,3195.535
"Csnka2ip",0,0
"Cspg4",308,424.534
"Cspg5",14.06,14.009
"Cspp1",475.007,521.758
"Csrnp1",53.039,53.058
"Csrnp2",54,46.004
"Csrnp3",17.003,21.292
"Csrp1",7780.124,16218.946
"Csrp2",1808.649,2676.464
"Csrp2bp",842.555,818.499
"Csrp3",0,0
"Cst10",0,0
"Cst11",0,0
"Cst12",1,0
"Cst13",0,0
"Cst3",1911.707,2800.002
"Cst6",552.262,467.501
"Cst7",93.716,49
"Cst8",0,0
"Cst9",0,0
"Csta1",0,0
"Cstad",6,6
"Cstb",785.963,1137.372
"Cstf1",566.484,656.436
"Cstf2",973.707,1007.16
"Cstf2t",1035.949,1148.694
"Cstf3",632.556,678.459
"Cstl1",0,0
"Ctag2",0,0
"Ctage5",4826.268,3893.003
"Ctbp1",4080.367,5298.557
"Ctbp2",1028.046,1305.344
"Ctbs",142.035,178.999
"Ctc1",424.037,494.628
"Ctcf",2241.116,2316.168
"Ctcfl",1,0
"Ctdnep1",1547.332,1984
"Ctdp1",440.4,566.995
"Ctdsp1",3312.166,2914.276
"Ctdsp2",8345.184,6178.419
"Ctdspl",2002.448,1258.625
"Ctdspl2",474.809,360.037
"Ctf1",24,32
"Ctf2",3.269,4.262
"Ctgf",323.585,525.241
"Cth",1670.271,1258.026
"Cthrc1",5,5
"Ctif",333.884,345.341
"Ctla2a",505.179,702.148
"Ctla2b",86,86.999
"Ctla4",35.004,24.006
"Ctnna1",15150.406,14477.16
"Ctnna2",36.022,65.069
"Ctnna3",43.001,57.007
"Ctnnal1",449.262,805.734
"Ctnnb1",21517.373,23066.753
"Ctnnbip1",507.231,694.349
"Ctnnbl1",483.173,525.475
"Ctnnd2",29,68
"Ctns",384.371,360.385
"Ctps",552.088,1041.129
"Ctps2",468.001,571.336
"Ctr9",1323.308,1378.114
"Ctrb1",1,0
"Ctrc",0,0
"Ctrl",10,10
"Cts3",0,0
"Cts6",0,0
"Cts7",0,0
"Cts8",0,2
"Ctsa",2776.189,2771.359
"Ctsb",12529.599,13750.729
"Ctsc",4128.993,4128.419
"Ctsd",5091.483,5862.166
"Ctse",59,21.279
"Ctsf",160.942,188.997
"Ctsg",0,0
"Ctsh",1549.058,1547.223
"Ctsj",0,0
"Ctsk",91.001,121
"Ctsl",1637.382,2448.971
"Ctsll3",0,0
"Ctsm",0,0
"Ctso",668.059,763.464
"Ctsq",0,0
"Ctsr",0,0
"Ctss",6184.508,5558.384
"Ctsw",106,57.075
"Ctsz",3148.436,3783.07
"Cttn",6707.405,6202.671
"Cttnbp2",65,57.999
"Cttnbp2nl",1037.012,950.603
"Ctu1",187.161,211.05
"Ctu2",198,262.279
"Ctxn1",123.014,231.948
"Ctxn2",0,0
"Ctxn3",166,285.011
"Cubn",9870.467,2912.795
"Cuedc1",455.892,656.947
"Cuedc2",487.975,623.782
"Cul1",2404.109,2342.256
"Cul2",827.441,1038.368
"Cul3",3479.888,3376.028
"Cul4a",1545.448,1658.809
"Cul4b",722.853,637.238
"Cul5",787.749,924.563
"Cul7",161.535,193.01
"Cul9",126.479,119.013
"Cuta",588.796,985.783
"Cutal",69,155
"Cutc",298.966,375.045
"Cux1",2265.845,2487.946
"Cux2",44.274,24.311
"Cuzd1",0,0
"Cwc15",1935.447,2174.346
"Cwc22",614.59,806.249
"Cwc25",438.929,463.754
"Cwc27",326.487,428.602
"Cwf19l1",192,251.782
"Cwf19l2",497.215,494.119
"Cwh43",13,92
"Cx3cl1",2563.349,2525.515
"Cx3cr1",352.151,304.001
"Cxadr",6556.103,4103.381
"Cxcl1",8,30
"Cxcl10",126,103
"Cxcl12",1288.824,1601.592
"Cxcl13",148,61
"Cxcl14",700.535,754.158
"Cxcl15",2.001,1.031
"Cxcl16",746.497,998.676
"Cxcl17",0,0
"Cxcl2",1,5
"Cxcl3",2,1
"Cxcl5",8,70
"Cxcl9",291.462,410.447
"Cxcr1",0,0
"Cxcr2",22.19,55.497
"Cxcr3",29.007,29
"Cxcr4",220,150
"Cxcr5",11,6
"Cxcr6",162.613,60.004
"Cxx1c",0,0
"Cxxc1",738.284,698.004
"Cxxc5",242.059,328.82
"Cyb561",2027.155,2177.952
"Cyb561a3",571.38,585.737
"Cyb561d1",409.823,499.043
"Cyb561d2",117,158.694
"Cyb5a",3209.425,3264.949
"Cyb5b",10050.535,10198.666
"Cyb5d1",126.999,101.047
"Cyb5d2",210,209.001
"Cyb5r1",286.543,416.255
"Cyb5r2",5,1
"Cyb5r3",2795.06,2744.641
"Cyb5r4",2771.486,3228.888
"Cyb5rl",77.999,81
"Cyba",1239.918,1282.628
"Cybb",725.316,587.913
"Cybrd1",201.973,185.301
"Cyc1",3217.058,4582.732
"Cycs",5156.297,7221.281
"Cyct",2,2
"Cyfip1",2887.428,2936.82
"Cyfip2",380.015,316.543
"Cygb",460.846,632.257
"Cyhr1",1804.835,1660.896
"Cylc1",0,0
"Cylc2",0,0
"Cyld",2153.41,1808.404
"Cym",0,0
"Cyp11a1",3,10
"Cyp11b1",0,0
"Cyp11b2",0,0
"Cyp17a1",6,4
"Cyp19a1",0,0
"Cyp1a1",2,2
"Cyp1a2",0,0
"Cyp1b1",524.002,348
"Cyp20a1",328.275,429.859
"Cyp24a1",3,0
"Cyp26a1",0,2
"Cyp26b1",27.014,24
"Cyp26c1",0,0
"Cyp27a1",590.607,257
"Cyp27b1",0,1
"Cyp2a12",0,0
"Cyp2a4",0,1
"Cyp2a5",0,0
"Cyp2b10",55,4
"Cyp2b19",0,0
"Cyp2b23",0,0
"Cyp2c29",1,0
"Cyp2c37",0,0
"Cyp2c38",0,0
"Cyp2c39",0,0
"Cyp2c44",17.023,7
"Cyp2c54",0,0
"Cyp2c55",366.003,378.323
"Cyp2c65",875.85,556.748
"Cyp2c66",5.095,2.041
"Cyp2c70",0,0
"Cyp2d10",5,3
"Cyp2d12",1,2
"Cyp2d22",394.127,206.28
"Cyp2d26",1288.557,294.617
"Cyp2d34",3.002,5
"Cyp2d37-ps",0,0
"Cyp2d40",0,0
"Cyp2e1",64.054,102.322
"Cyp2f2",2,1
"Cyp2g1",0,0
"Cyp2j11",0,0
"Cyp2j12",0,2
"Cyp2j13",5,2
"Cyp2j5",1,0
"Cyp2j6",1709.331,1601.916
"Cyp2j7",0,0
"Cyp2j8",0,0
"Cyp2j9",106,95.069
"Cyp2r1",36,33
"Cyp2s1",1725.525,1653.728
"Cyp2t4",0,0
"Cyp2u1",889.05,619.25
"Cyp2w1",8,3
"Cyp39a1",325.861,284.012
"Cyp3a11",0,5.178
"Cyp3a13",10685.667,2969.321
"Cyp3a16",0,7.09
"Cyp3a25",279.92,70.611
"Cyp3a57",218.122,63.388
"Cyp46a1",7,7
"Cyp4a14",0,0
"Cyp4a30b",4,0
"Cyp4a32",0,0
"Cyp4b1",796.917,276.176
"Cyp4f13",761.053,610.418
"Cyp4f14",16785.36,9367.565
"Cyp4f15",0,1
"Cyp4f17",437.669,216.915
"Cyp4f18",134.12,117.995
"Cyp4f39",7,5
"Cyp4f40",1725.115,1536.352
"Cyp4v3",5303.177,1018.927
"Cyp4x1",55.279,85.718
"Cyp51",4735.531,10987.514
"Cyp7a1",0,0
"Cyp7b1",93.142,138.078
"Cyp8b1",0,2
"Cypt1",0,0
"Cypt12",0,0
"Cypt2",0,0
"Cypt3",0,0
"Cypt4",0,0
"Cyr61",273.002,412.967
"Cys1",42.061,45.738
"Cysltr1",113.992,145.113
"Cysltr2",36.001,30.943
"Cysrt1",0,1
"Cystm1",3451.674,4721.864
"Cyth1",665.322,713.56
"Cyth2",1126.007,1187.936
"Cyth3",179.361,131.032
"Cyth4",211.281,179.274
"Cytip",575.83,284.685
"Cytl1",61,40
"D030025P21Rik",5,2
"D030056L22Rik",399.807,361.873
"D10Jhu81e",594.45,855.898
"D10Wsu102e",572.144,647.946
"D11Wsu47e",126.056,133.004
"D130040H23Rik",21.373,15
"D130043K22Rik",97.946,68
"D130052B06Rik",0,0
"D16Ertd472e",64.857,64
"D17H6S53E",659.294,478
"D17Wsu92e",3989.955,4188.156
"D1Ertd622e",1817.853,1489.774
"D1Pas1",0,0
"D230025D16Rik",368.653,426.135
"D2hgdh",264.025,264
"D2Wsu81e",312.004,401.002
"D330020A13Rik",0,0
"D330045A20Rik",37,74
"D3Ertd254e",260.593,355.631
"D3Ertd751e",190.999,238.544
"D430019H16Rik",60,69.046
"D430041D05Rik",0,0
"D430042O09Rik",652.42,628.5
"D5Ertd579e",2179.064,1484.117
"D630003M21Rik",48,57
"D630023F18Rik",1,2
"D630036H23Rik",3,8
"D630039A03Rik",892.986,1117.936
"D630044L22Rik",0,0
"D630045J12Rik",32.039,36.999
"D6Ertd527e",8,17
"D6Wsu163e",341.145,323.517
"D730001G18Rik",0,0
"D730048I06Rik",0,0
"D7Ertd443e",0,0
"D830013O20Rik",0,0
"D830039M14Rik",6,12
"D8Ertd738e",974.798,1399.723
"D8Ertd82e",847.41,911.645
"D930007J09Rik",1,0
"D930015E06Rik",421.11,438.648
"D930020B18Rik",10,22
"Daam1",2020.795,1766.321
"Daam2",447.589,414.035
"Dab1",2427.008,1483.765
"Dab2",379.181,520.339
"Dab2ip",3234.349,3322.184
"Dach1",314.05,268.196
"Dach2",4,3
"Dact1",181,303.004
"Dact2",495.925,416.324
"Dact3",352.268,573.64
"Dad1",1432.067,2338.367
"Dag1",4602.694,4879.887
"Dagla",213.039,276.352
"Daglb",446.241,489.945
"Dalrd3",549.829,636.392
"Dand5",64,59
"Dao",104.72,82.931
"Dap",1425.707,2027.193
"Dap3",1208.558,1576.044
"Dapk1",357.573,381.948
"Dapk2",212.001,403.269
"Dapk3",428.451,515.191
"Dapl1",0,0
"Dapp1",955.987,872.747
"Dars",1445.689,1645.401
"Dars2",552.092,630.999
"Daw1",0,0
"Daxx",726.195,655.522
"Dazap1",1300.98,1761.216
"Dazap2",8207.043,8871.525
"Dazl",2,3
"Dbf4",514.383,719.043
"Dbh",75,58
"Dbi",6686.691,8785.64
"Dbil5",1,1
"Dbndd1",2,3
"Dbndd2",771.211,1049.156
"Dbnl",2807.835,3613.858
"Dbp",107,39
"Dbpht2",14,10.004
"Dbr1",351.777,407
"Dbt",537.232,675.795
"Dbx1",0,0
"Dbx2",0,0
"Dcaf10",724.714,764.075
"Dcaf11",2862.729,2865.033
"Dcaf12",2585.925,2177.398
"Dcaf12l1",26,14
"Dcaf12l2",1,0
"Dcaf13",1021.196,1278.061
"Dcaf15",657.738,960.841
"Dcaf17",220.004,255
"Dcaf4",197,200.888
"Dcaf5",1043.582,1096.101
"Dcaf7",2411.121,2277.503
"Dcaf8",2219.78,2362.238
"Dcakd",377.998,497.905
"Dcbld1",948.038,1083.244
"Dcbld2",527.456,694.04
"Dcc",0,0
"Dcdc2a",9,10
"Dcdc2b",4,4
"Dchs1",122.07,167.047
"Dchs2",13,5
"Dck",470.103,513.356
"Dclk1",707.302,1769.73
"Dclk2",95.07,65.999
"Dclk3",130,133
"Dclre1a",332.011,313.629
"Dclre1b",134.954,143.001
"Dclre1c",174.999,121.015
"Dcn",6795.571,9033.03
"Dcp1a",600.403,508.035
"Dcp1b",227.982,249.233
"Dcp2",1425.392,1499.256
"Dcpp3",0,0
"Dcps",358.35,486.11
"Dcst1",95.139,63.079
"Dcstamp",1,1
"Dct",14,10
"Dctd",122.113,136.999
"Dctn1",2478.709,2441.455
"Dctn2",2457.07,2731.399
"Dctn3",642.265,878.57
"Dctn4",1542.077,1583.601
"Dctn5",1550.935,1906.491
"Dctn6",1224.989,1687.683
"Dctpp1",255.41,374.688
"Dcun1d1",728.615,563
"Dcun1d2",376.382,384.943
"Dcun1d3",507.114,467.092
"Dcun1d4",759.215,686.334
"Dcx",7.013,7.018
"Dcxr",182.365,230
"Dda1",708.858,938.371
"Ddah1",1684.814,2468.4
"Ddah2",74.477,140.367
"Ddb1",6157.126,7007.199
"Ddb2",147.014,157.108
"Ddc",1631.331,994.944
"Ddhd1",1368.993,1016.505
"Ddhd2",1448.515,516.578
"Ddi1",0,0
"Ddias",87,119.934
"Ddit3",261.442,281
"Ddit4",577.312,681.073
"Ddit4l",36.001,22.004
"Ddn",0,2
"Ddo",77.828,94.012
"Ddost",4333.512,6105.349
"Ddr1",1338.47,1617.342
"Ddr2",1658.549,1829.7
"Ddrgk1",1523.764,1912.479
"Ddt",477.988,635.991
"Ddx1",2758.044,3443.919
"Ddx10",662.275,713.941
"Ddx11",147,162.001
"Ddx17",4806.543,4739.276
"Ddx18",791.753,996.694
"Ddx19a",338.05,298.481
"Ddx19b",129.195,136.519
"Ddx20",400.461,445.367
"Ddx21",1757.596,2228.146
"Ddx23",1621.263,1670.462
"Ddx24",1510.889,1907.081
"Ddx25",10,7
"Ddx26b",451.417,515.796
"Ddx27",690.071,856.01
"Ddx28",156.07,180.394
"Ddx31",156,221
"Ddx39",1588.755,2784.97
"Ddx39b",3136.627,4088.02
"Ddx3x",10650.471,10332.483
"Ddx4",1,4
"Ddx41",628.737,720.235
"Ddx42",1771.144,2082.444
"Ddx43",4,6
"Ddx46",2077.2,2406.066
"Ddx47",1093.284,1315.658
"Ddx49",563.303,777.79
"Ddx5",20647.625,19722.534
"Ddx50",1744.596,1986.982
"Ddx51",207.001,275.217
"Ddx52",699.3,913.993
"Ddx54",1189.062,1445.25
"Ddx55",258.01,383.194
"Ddx56",427.9,705.266
"Ddx58",1290.745,1100.108
"Ddx59",89,96.99
"Ddx6",1547.132,1088.547
"Ddx60",570.816,389.252
"Deaf1",567.811,438.998
"Deb1",206.139,334.204
"Decr1",2401.777,2767.105
"Decr2",1014.383,1177.532
"Dedd",926.722,951.304
"Dedd2",810.739,850.936
"Def6",88.882,65
"Def8",540.83,526.955
"Defa29",33402.226,28514.988
"Defb1",82.425,360.053
"Defb10",0,0
"Defb11",0,0
"Defb12",0,0
"Defb13",0,0
"Defb14",0,0
"Defb15",0,0
"Defb18",0,0
"Defb19",0,0
"Defb2",0,0
"Defb20",0,0
"Defb21",0,0
"Defb22",0,0
"Defb23",0,0
"Defb25",0,2
"Defb26",0,0
"Defb28",0,0
"Defb29",0,0
"Defb3",0,0
"Defb30",0,0
"Defb33",0,0
"Defb34",0,0
"Defb35",0,0
"Defb36",0,0
"Defb37",12,44
"Defb38",0,0
"Defb39",0,1
"Defb4",0,0
"Defb40",0,6
"Defb41",0,0
"Defb42",3.002,6.001
"Defb43",0,0
"Defb45",1,1
"Defb46",0,0
"Defb47",0,0
"Defb48",0,0
"Defb5",0,0
"Defb50",0,0
"Defb6",0,1
"Defb8",0,0
"Defb9",0,0
"Degs1",928.094,961.38
"Degs2",2875.756,3345.184
"Dek",2740.927,3342.249
"Dennd1a",353.264,290.285
"Dennd1b",1661.237,836.007
"Dennd1c",94,79.035
"Dennd2a",167.711,177.225
"Dennd2c",28,16.006
"Dennd2d",1458.19,1580.613
"Dennd3",425.916,440.523
"Dennd4a",307.141,265.022
"Dennd4b",142.003,114.038
"Dennd4c",1926.11,1533.299
"Dennd5a",918.139,1031.057
"Dennd5b",1879.394,927.176
"Dennd6a",1431.124,1107.881
"Dennd6b",93,109
"Denr",920.77,1306.966
"Depdc1a",190,212
"Depdc1b",122,183.329
"Depdc5",331.002,386.008
"Depdc7",862.046,396.161
"Deptor",5572.375,5143.738
"Dera",1810.328,1780.704
